,0
434,581.24
435,15840.6
436,9212.38
437,3512.23
438,1124.65
439,1286.23
440,1672.85
441,6834.79
442,1464.6
443,531.32
444,1506.2
445,4981.58
446,675.12
447,912.38
448,722.76
449,9829.52
450,1427.85
451,1648.0
452,1008.52
453,2768.81
454,897.05
455,6224.38
456,6007.26
457,3183.29
458,4908.58
459,601.22
460,1160.78
461,3083.44
462,808.07
463,1693.38
464,2984.58
465,2659.5
466,1756.92
467,9040.47
468,2215.54
469,4054.04
470,431.95
471,1095.87
472,6902.14
473,11167.18
474,1216.53
475,1165.6
476,1830.37
477,1057.66
478,881.92
479,1338.18
480,1532.73
481,1614.91
482,3420.84
483,4997.16
484,629.36
485,5327.55
486,799.91
487,10420.84
488,1305.51
489,2743.66
490,959.42
491,2336.52
492,953.34
493,4070.4
494,1242.87
495,3667.72
496,551.97
497,3784.02
498,4153.53
499,2704.68
500,4881.24
501,1190.37
502,2046.68
503,8023.19
504,2039.82
505,1538.15
506,1709.39
507,1273.57
508,5806.87
509,2367.63
510,2516.05
511,4462.6
512,399.85
513,8217.61
514,9055.05
515,1461.41
516,4727.69
517,1952.03
518,2366.34
519,1092.98
520,3981.2
521,15761.71
522,6970.15
523,922.57
524,1783.99
525,9080.6
526,3230.81
527,1934.67
528,1672.15
529,9116.62
530,989.1
531,2205.8
532,674.26
533,4264.57
534,1790.34
535,1306.83
536,5188.44
537,931.71
538,1263.68
539,1452.19
540,1093.38
541,7830.65
542,1780.51
543,947.0
544,2535.78
545,1331.83
546,513.61
547,1877.47
548,6106.24
549,908.79
550,1917.39
551,978.15
552,1496.31
553,2097.91
554,1184.99
555,4564.91
556,1190.12
557,9006.75
558,1158.69
559,2334.86
560,1765.43
561,8410.05
562,4281.72
563,906.31
564,4069.17
565,1317.02
566,2037.42
567,1281.24
568,2469.62
569,877.68
570,1165.99
571,2748.18
572,1567.11
573,3398.33
574,2708.16
575,4152.51
576,1203.12
577,2525.35
578,2418.25
579,3171.96
580,639.6
581,2210.23
582,691.54
583,2089.32
584,4215.69
585,1283.2
586,827.0
587,1267.08
588,5040.12
589,2283.62
590,932.36
591,1239.34
592,5422.73
593,4460.25
594,7437.31
595,2398.28
596,5775.23
597,2013.68
598,2607.63
599,1265.98
600,1968.54
601,1395.8
602,1849.41
603,691.68
604,762.12
605,1020.85
606,9930.07
607,972.47
608,1666.61
609,1154.78
610,4459.82
611,3320.88
612,942.52
613,5827.27
614,2754.39
615,1161.43
616,5743.2
617,1415.63
618,1243.27
619,5448.82
620,3137.19
621,6422.47
622,1514.53
623,1059.61
624,916.24
625,717.66
626,3492.74
627,8281.3
628,1194.49
629,16269.19
630,862.67
631,506.48
632,6587.07
633,4622.78
634,8330.28
635,2111.74
636,900.08
637,6484.78
638,4511.71
639,3628.32
640,3393.34
641,3256.14
642,3079.27
643,2390.69
644,7494.11
645,1312.72
646,1346.1
647,4256.37
648,9949.54
649,1128.08
650,2294.59
651,4249.55
652,4083.42
653,1521.98
654,288.84
655,1283.65
656,1694.87
657,4995.73
658,2754.87
659,1030.13
660,2189.88
661,2805.01
662,3213.32
663,3321.98
664,876.0
665,2793.31
666,1193.89
667,1551.08
668,11793.05
669,733.28
670,1981.64
671,2499.43
672,2535.23
673,9174.3
674,1206.37
675,2921.77
676,1158.06
677,2719.16
678,1517.25
679,738.08
680,559.76
681,519.32
682,6304.41
683,1002.05
684,2371.26
685,2398.55
686,1286.54
687,3369.9
688,2115.38
689,7536.11
690,1452.02
691,3152.67
692,2946.71
693,1386.13
694,2371.43
695,5071.97
696,1233.16
697,2543.87
698,1027.21
699,5976.98
700,826.63
701,950.23
702,6832.51
703,1386.22
704,6465.18
705,23941.82
706,5903.98
707,3104.94
708,1823.7
709,1831.21
710,3931.9
711,1622.14
712,12162.29
713,3749.78
714,508.9
715,943.41
716,1332.97
717,2087.19
718,5012.34
719,1855.85
720,2685.25
721,1604.31
722,2139.15
723,3899.63
724,653.0
725,1850.71
726,1721.6
727,5011.24
728,3032.57
729,1141.94
730,6238.55
731,2235.97
732,15510.49
733,2001.96
734,6588.83
735,5790.64
736,5060.41
737,1098.27
738,941.11
739,2289.39
740,5618.36
741,1711.88
742,2936.12
743,1255.32
744,744.66
745,11108.24
746,1150.07
747,4868.25
748,988.47
749,5761.26
750,2213.59
751,1005.51
752,812.32
753,1106.37
754,3375.11
755,906.09
756,649.55
757,4570.48
758,3088.03
759,1665.83
760,1278.97
761,8785.95
762,4610.38
763,1734.63
764,923.26
765,1279.46
766,878.72
767,4146.32
768,3789.57
769,5328.58
770,1079.22
771,2209.98
772,1663.27
773,2604.78
774,2277.65
775,8206.83
776,3498.43
777,1926.88
778,833.03
779,2396.2
780,1732.24
781,836.62
782,11110.64
783,1712.06
784,1708.71
785,500.63
786,4536.01
787,2501.06
788,5258.5
789,4697.33
790,6966.79
791,1167.51
792,2430.79
793,1207.73
794,4548.68
795,3158.21
796,3020.64
797,1145.03
798,7179.38
799,1043.53
800,2641.76
801,5465.14
802,1805.97
803,4067.55
804,2964.61
805,4926.06
806,3570.6
807,817.62
808,2996.22
809,4528.75
810,8173.55
811,3139.97
812,1605.68
813,1507.72
814,2969.67
815,1380.69
816,864.45
817,1941.14
818,751.69
819,1182.93
820,1668.89
821,2093.3
822,2393.37
823,24983.37
824,5981.52
825,636.35
826,1649.63
827,1157.11
828,5306.53
829,1971.96
830,3960.94
831,617.83
832,6235.11
833,2561.65
834,856.4
835,1742.5
836,1072.22
837,1303.55
838,5448.83
839,10106.14
840,998.04
841,2869.44
842,3380.27
843,923.13
844,1152.72
845,4623.92
846,9650.92
847,3518.18
848,276.27
849,2353.69
850,1744.26
851,4306.98
852,3375.8
853,325.0
854,4974.63
855,10245.13
856,3516.55
857,1238.33
858,2741.05
859,6317.15
860,8092.34
861,852.66
862,1479.54
863,503.41
864,1633.39
865,3647.82
866,4007.51
867,612.15
868,2464.84
869,4287.46
870,5499.76
871,966.66
872,699.09
873,4813.59
874,3831.95
875,2683.19
876,3146.92
877,6304.25
878,6630.47
879,4467.89
880,7107.96
881,4188.72
882,2718.72
883,3028.99
884,3660.32
885,3812.21
886,4660.76
887,1933.74
888,6459.32
889,3038.27
890,1071.18
891,759.01
892,1967.06
893,1161.58
894,1879.05
895,2097.97
896,6446.39
897,1114.23
898,5531.83
899,297.27
900,1898.87
901,1488.12
902,5932.26
903,1250.78
904,1921.93
905,8512.4
906,730.86
907,653.76
908,4561.26
909,1109.14
910,1180.96
911,194.22
912,2829.2
913,3192.74
914,1860.38
915,905.02
916,2119.37
917,771.44
918,858.22
919,1669.46
920,3148.41
921,1743.73
922,1184.82
923,959.68
924,547.59
925,7891.37
926,904.75
927,7110.01
928,1516.61
929,1073.45
930,1328.79
931,2171.32
932,659.32
933,1526.41
934,4039.08
935,4211.04
936,585.04
937,1448.56
938,1195.58
939,930.0
940,1123.25
941,1108.43
942,2686.56
943,10821.68
944,365.8
945,4961.26
946,1305.39
947,1081.63
948,1734.01
949,543.69
950,1602.41
951,2430.54
952,1231.0
953,777.12
954,3363.88
955,3079.0
956,2968.87
957,2271.29
958,2640.12
959,2651.14
960,3228.8
961,524.7
962,2961.97
963,1700.28
964,3375.09
965,3288.0
966,3573.97
967,5843.56
968,4094.13
969,5031.59
970,580.07
971,2096.08
972,3638.39
973,3255.82
974,789.35
975,11761.44
976,4812.45
977,5104.11
978,1031.04
979,5307.48
980,717.32
981,8566.63
982,1110.41
983,9066.81
984,5154.43
985,2241.09
986,4438.2
987,2792.72
988,593.53
989,3057.04
990,1160.25
991,1940.37
992,2805.42
993,5545.48
994,1903.88
995,2037.98
996,5287.48
997,584.19
998,6714.69
999,606.69
1000,2940.16
1001,927.07
1002,481.06
1003,1554.83
1004,976.32
1005,1223.5
1006,2371.42
1007,3686.67
1008,2624.42
1009,674.15
1010,1753.83
1011,1220.98
1012,1296.11
1013,1170.76
1014,1690.88
1015,2425.3
1016,1569.37
1017,3392.61
1018,961.66
1019,1058.19
1020,1844.95
1021,2911.84
1022,1738.97
1023,700.14
1024,765.9
1025,2803.13
1026,1027.19
1027,4616.69
1028,5331.94
1029,5295.69
1030,1109.5
1031,6226.02
1032,651.82
1033,815.52
1034,2989.3
1035,341.86
1036,2233.05
1037,1971.67
1038,8065.34
1039,12896.08
1040,2945.56
1041,2452.38
1042,564.24
1043,8009.81
1044,677.78
1045,8920.3
1046,3926.83
1047,1868.09
1048,1420.2
1049,3428.6
1050,5753.71
1051,6264.09
1052,7065.4
1053,3265.38
1054,6566.99
1055,1125.69
1056,1356.59
1057,3944.74
1058,2142.95
1059,8410.3
1060,1942.3
1061,2281.26
1062,4945.18
1063,613.21
1064,801.36
1065,14120.15
1066,2351.42
1067,1998.54
1068,3939.72
1069,2793.07
1070,1477.45
1071,898.92
1072,3179.52
1073,3708.98
1074,580.15
1075,1787.79
1076,1224.67
1077,1027.05
1078,2972.22
1079,5883.0
1080,980.82
1081,6494.68
1082,3434.02
1083,5276.84
1084,4344.31
1085,1052.43
1086,6960.48
1087,13158.63
1088,1214.26
1089,6031.35
1090,507.04
1091,4222.5
1092,601.3
1093,3211.56
1094,695.46
1095,4978.05
1096,1410.65
1097,3609.28
1098,5655.68
1099,5721.56
1100,2959.92
1101,749.28
1102,4251.86
1103,554.15
1104,2845.96
1105,744.95
1106,1059.06
1107,1583.61
1108,1583.55
1109,5882.31
1110,2848.69
1111,1374.27
1112,3755.62
1113,13973.59
1114,1922.22
1115,3799.22
1116,8835.18
1117,6938.19
1118,9653.56
1119,4240.45
1120,4292.15
1121,1691.48
1122,1489.77
1123,1182.54
1124,1772.75
1125,10707.71
1126,5201.01
1127,3894.44
1128,1792.75
1129,2024.76
1130,6440.56
1131,671.13
1132,1294.52
1133,5464.19
1134,2486.69
1135,606.96
1136,1396.35
1137,2368.99
1138,5553.03
1139,3805.29
1140,5517.84
1141,1580.17
1142,2184.18
1143,1002.0
1144,8254.83
1145,2357.79
1146,4912.45
1147,762.58
1148,1884.11
1149,2914.04
1150,2666.21
1151,2978.79
1152,1881.71
1153,2778.76
1154,2156.95
1155,1424.71
1156,4225.61
1157,2416.21
1158,446.18
1159,1293.94
1160,1445.43
1161,4154.24
1162,699.99
1163,5760.18
1164,6758.16
1165,907.7
1166,4367.26
1167,775.37
1168,1422.44
1169,949.77
1170,2011.59
1171,1322.71
1172,1050.03
1173,1834.51
1174,3110.41
1175,461.79
1176,1926.65
1177,895.25
1178,2181.31
1179,2682.97
1180,1072.36
1181,1824.79
1182,1821.22
1183,3496.26
1184,1421.55
1185,3451.06
1186,3137.79
1187,1732.63
1188,646.24
1189,4118.52
1190,3033.86
1191,1786.3
1192,2040.33
1193,1115.26
1194,11249.87
1195,1363.35
1196,9906.75
1197,1821.98
1198,1027.52
1199,2700.7
1200,1459.68
1201,860.4
1202,777.57
1203,792.79
1204,3390.57
1205,2602.52
1206,2205.47
1207,1380.39
1208,1231.98
1209,2503.68
1210,1910.73
1211,1740.3
1212,1578.75
1213,1874.18
1214,3422.37
1215,2112.68
1216,2318.86
1217,2048.45
1218,2241.82
1219,11342.91
1220,959.75
1221,4209.73
1222,2149.46
1223,5789.03
1224,6239.0
1225,8497.6
1226,623.86
1227,1047.37
1228,2249.08
1229,6981.39
1230,3327.38
1231,2976.82
1232,847.86
1233,2256.58
1234,1018.1
1235,487.52
1236,5908.37
1237,2560.36
1238,1008.28
1239,739.12
1240,3057.91
1241,3482.85
1242,1463.91
1243,580.0
1244,3006.52
1245,1570.76
1246,1355.82
1247,2112.88
1248,1500.83
1249,1994.92
1250,2260.77
1251,3402.89
1252,986.76
1253,1437.95
1254,3720.4
1255,3600.25
1256,7729.48
1257,1481.89
1258,1090.29
1259,1623.99
1260,4677.54
1261,1207.31
1262,1659.15
1263,1708.24
1264,1432.78
1265,1058.93
1266,3610.56
1267,2095.7
1268,5007.77
1269,1592.42
1270,607.8
1271,2552.14
1272,4919.77
1273,868.86
1274,3934.83
1275,1830.84
1276,3998.11
1277,2291.57
1278,967.89
1279,938.48
1280,7270.09
1281,3505.55
1282,4325.03
1283,612.86
1284,2346.86
1285,1698.75
1286,10591.24
1287,1716.38
1288,2896.81
1289,724.18
1290,1738.61
1291,1165.55
1292,2974.09
1293,658.31
1294,3409.78
1295,674.19
1296,1266.7
1297,2766.95
1298,1186.29
1299,6158.2
1300,809.56
1301,3691.96
1302,4706.72
1303,1478.65
1304,3094.71
1305,2889.29
1306,3396.9
1307,3755.37
1308,634.95
1309,721.97
1310,2373.97
1311,2421.38
1312,1906.68
1313,530.65
1314,1368.59
1315,758.64
1316,2888.12
1317,2895.25
1318,1840.75
1319,1322.17
1320,1064.96
1321,2924.22
1322,2934.26
1323,900.98
1324,1254.23
1325,755.79
1326,2367.28
1327,1006.74
1328,2089.21
1329,814.56
1330,1392.97
1331,2782.04
1332,8668.22
1333,704.01
1334,2622.66
1335,654.47
1336,5093.03
1337,744.69
1338,913.85
1339,377.72
1340,2771.91
1341,3002.99
1342,1593.44
1343,1990.36
1344,1527.46
1345,2157.57
1346,10043.77
1347,13371.95
1348,2732.51
1349,7090.2
1350,1744.34
1351,1945.21
1352,3404.12
1353,2014.62
1354,932.27
1355,1017.52
1356,2804.4
1357,3788.55
1358,11646.95
1359,1622.53
1360,3806.12
1361,868.56
1362,2784.37
1363,2812.49
1364,1504.71
1365,1780.3
1366,1985.24
1367,1349.46
1368,552.15
1369,1904.87
1370,6586.69
1371,9036.53
1372,735.3
1373,894.0
1374,5292.31
1375,2396.29
1376,2818.95
1377,2260.67
1378,1168.97
1379,4979.36
1380,4626.81
1381,13190.67
1382,3944.66
1383,2711.13
1384,1678.72
1385,1414.7
1386,853.6
1387,1335.9
1388,3444.81
1389,2860.47
1390,3066.57
1391,3574.47
1392,4500.84
1393,1511.23
1394,819.79
1395,1793.82
1396,5738.83
1397,807.94
1398,1564.13
1399,8125.29
1400,967.26
1401,1651.43
1402,868.04
1403,2575.93
1404,1504.74
1405,1118.36
1406,1356.58
1407,1803.78
1408,3875.72
1409,1339.78
1410,1674.67
1411,2070.77
1412,3899.56
1413,2673.32
1414,1072.86
1415,4981.05
1416,2288.35
1417,2138.81
1418,820.23
1419,1356.17
1420,4424.16
1421,1922.92
1422,1276.74
1423,1079.63
1424,783.08
1425,5251.81
1426,878.35
1427,704.15
1428,1183.93
1429,898.82
1430,2648.85
1431,8266.12
1432,1738.15
1433,5113.97
1434,709.14
1435,3348.92
1436,3996.93
1437,723.02
1438,3574.52
1439,2100.11
1440,2052.17
1441,898.75
1442,1131.17
1443,2967.37
1444,487.34
1445,1414.19
1446,797.19
1447,1856.11
1448,3938.12
1449,924.66
1450,1727.84
1451,1541.62
1452,820.22
1453,1780.96
1454,2530.02
1455,1292.57
1456,6955.41
1457,7790.14
1458,1725.78
1459,3563.16
1460,1051.65
1461,3147.46
1462,1116.09
1463,5270.67
1464,4688.22
1465,1538.01
1466,2386.15
1467,1354.25
1468,2193.05
1469,2171.43
1470,4052.99
1471,4717.61
1472,1434.62
1473,648.02
1474,2492.51
1475,10190.83
1476,2104.03
1477,1141.49
1478,1999.41
1479,1657.3
1480,2153.35
1481,2990.19
1482,1323.74
1483,820.26
1484,1755.2
1485,9742.65
1486,7941.7
1487,5527.96
1488,2273.3
1489,602.58
1490,1296.59
1491,374.66
1492,1242.68
1493,2435.79
1494,2171.25
1495,1493.8
1496,751.02
1497,576.97
1498,2614.28
1499,2482.72
1500,10863.0
1501,1383.84
1502,861.59
1503,1022.58
1504,888.53
1505,2165.77
1506,1415.16
1507,824.71
1508,3294.45
1509,2150.34
1510,1705.97
1511,1182.35
1512,5886.72
1513,4588.59
1514,4982.39
1515,5634.3
1516,1303.97
1517,9752.63
1518,2862.06
1519,2014.57
1520,2925.43
1521,6115.34
1522,15237.16
1523,5770.87
1524,628.87
1525,1113.99
1526,1549.88
1527,1006.1
1528,3265.05
1529,5133.6
1530,1829.65
1531,1063.61
1532,783.14
1533,1341.6
1534,2316.21
1535,1082.71
1536,3233.38
1537,808.6
1538,1524.34
1539,636.86
1540,377.78
1541,4771.95
1542,1021.6
1543,5837.53
1544,981.31
1545,2702.11
1546,7137.68
1547,866.4
1548,2469.87
1549,2388.03
1550,4314.64
1551,1055.67
1552,1673.62
1553,2244.18
1554,1787.34
1555,6211.87
1556,4712.69
1557,702.6
1558,1165.24
1559,2219.58
1560,3958.9
1561,1753.89
1562,4110.5
1563,2706.23
1564,1399.48
1565,9391.69
1566,3047.04
1567,2779.65
1568,1345.67
1569,2664.88
1570,1858.64
1571,2366.0
1572,5455.13
1573,2666.13
1574,1165.9
1575,1331.15
1576,1886.07
1577,707.23
1578,17212.02
1579,867.0
1580,1357.44
1581,546.41
1582,330.11
1583,1367.56
1584,8599.07
1585,1829.57
1586,7910.67
1587,3399.65
1588,1845.25
1589,4654.68
1590,3026.81
1591,820.94
1592,939.81
1593,573.51
1594,793.66
1595,1243.78
1596,561.8
1597,1774.05
1598,5073.9
1599,2452.06
1600,6412.14
1601,2881.64
1602,3771.42
1603,620.06
1604,1114.69
1605,10961.23
1606,2553.99
1607,753.65
1608,2217.41
1609,1614.05
1610,6070.26
1611,1167.36
1612,3814.5
1613,3479.86
1614,6691.96
1615,1522.9
1616,991.16
1617,5097.27
1618,2279.45
1619,11930.35
1620,655.72
1621,2322.69
1622,14195.04
1623,8206.34
1624,4434.13
1625,1290.17
1626,1448.74
1627,1307.51
1628,1175.34
1629,997.87
1630,1070.09
1631,3339.72
1632,3007.33
1633,4783.33
1634,3857.05
1635,5684.68
1636,3170.43
1637,2712.05
1638,354.8
1639,3063.43
1640,1877.27
1641,1975.45
1642,4666.62
1643,1249.22
1644,1298.98
1645,1477.82
1646,2019.38
1647,1882.43
1648,2648.68
1649,3743.48
1650,10476.17
1651,1280.98
1652,972.98
1653,671.58
1654,3970.8
1655,2870.66
1656,1870.7
1657,1923.15
1658,1327.44
1659,1026.83
1660,3258.27
1661,1933.34
1662,3401.86
1663,7650.93
1664,1829.52
1665,1706.25
1666,1056.05
1667,10728.06
1668,7816.75
1669,727.26
1670,2345.98
1671,802.56
1672,963.67
1673,3143.33
1674,1421.61
1675,1243.82
1676,3456.47
1677,848.07
1678,2980.45
1679,2004.9
1680,1636.72
1681,1860.06
1682,11384.96
1683,1981.21
1684,3685.15
1685,4960.53
1686,3419.49
1687,242.49
1688,1202.92
1689,2325.24
1690,2398.94
1691,7036.07
1692,647.61
1693,526.29
1694,8276.36
1695,10828.22
1696,9235.67
1697,5664.23
1698,16802.97
1699,5214.12
1700,2801.38
1701,1125.06
1702,1717.93
1703,1311.73
1704,2133.58
1705,7689.9
1706,2153.74
1707,969.7
1708,1041.52
1709,3977.93
1710,2522.45
1711,735.86
1712,2408.28
1713,4189.97
1714,7030.29
1715,1047.55
1716,1166.47
1717,2135.0
1718,4142.6
1719,1271.23
1720,7409.43
1721,1162.48
1722,863.46
1723,2328.71
1724,4037.57
1725,2233.46
1726,1392.02
1727,3879.42
1728,1444.8
1729,1445.83
1730,4581.04
1731,2781.15
1732,4063.66
1733,2976.42
1734,3524.98
1735,3151.99
1736,3301.13
1737,1824.02
1738,4952.33
1739,590.8
1740,5616.21
1741,5320.54
1742,7348.2
1743,1552.24
1744,3587.17
1745,2552.13
1746,1066.89
1747,6324.51
1748,2283.66
1749,5254.44
1750,1953.73
1751,5257.36
1752,616.12
1753,806.11
1754,2387.14
1755,799.8
1756,1708.3
1757,8493.55
1758,2971.55
1759,1337.78
1760,1556.73
1761,4050.55
1762,3992.13
1763,8559.42
1764,4407.24
1765,7473.81
1766,6456.32
1767,2440.21
1768,1168.64
1769,1319.59
1770,2529.35
1771,4555.79
1772,1689.7
1773,795.59
1774,1579.94
1775,9402.86
1776,1901.24
1777,627.18
1778,610.89
1779,5069.54
1780,5878.81
1781,2033.61
1782,1009.64
1783,753.39
1784,5430.83
1785,2594.57
1786,1524.72
1787,3591.52
1788,1503.75
1789,1662.79
1790,1623.31
1791,4205.11
1792,2678.12
1793,2989.73
1794,2014.85
1795,49549.85
1796,2318.2
1797,4908.74
1798,2153.61
1799,540.71
1800,2875.22
1801,2382.39
1802,1445.17
1803,7419.47
1804,2014.76
1805,1342.56
1806,3200.49
1807,4382.68
1808,973.46
1809,4712.94
1810,1101.88
1811,1802.05
1812,1289.51
1813,4675.97
1814,3287.05
1815,1570.28
1816,1976.41
1817,629.04
1818,4472.29
1819,2484.83
1820,3519.57
1821,1219.73
1822,1935.26
1823,4539.25
1824,1077.91
1825,2489.25
1826,1534.8
1827,2937.48
1828,3048.63
1829,2200.66
1830,1771.87
1831,5210.16
1832,804.55
1833,4120.34
1834,18903.88
1835,3297.47
1836,1587.23
1837,1599.7
1838,2957.6
1839,3810.74
1840,1429.45
1841,935.09
1842,2374.17
1843,5533.4
1844,3032.93
1845,1021.03
1846,8069.15
1847,1966.77
1848,7634.91
1849,2323.98
1850,2552.21
1851,10635.13
1852,2362.96
1853,1795.32
1854,1029.34
1855,4170.1
1856,627.37
1857,3318.08
1858,6514.93
1859,1274.04
1860,1315.29
1861,7339.08
1862,3062.86
1863,7827.84
1864,840.41
1865,672.46
1866,2680.97
1867,1582.82
1868,2426.66
1869,1533.67
1870,594.86
1871,1107.26
1872,562.14
1873,1797.26
1874,856.68
1875,2840.52
1876,6441.97
1877,7711.07
1878,956.68
1879,1059.94
1880,3027.33
1881,1493.09
1882,524.93
1883,1573.89
1884,1561.66
1885,2439.04
1886,684.91
1887,1679.11
1888,3455.13
1889,1219.4
1890,939.37
1891,533.94
1892,632.52
1893,8975.4
1894,2976.48
1895,1164.0
1896,13182.51
1897,728.4
1898,1892.38
1899,966.95
1900,871.28
1901,8282.64
1902,864.63
1903,1554.03
1904,1487.66
1905,1818.86
1906,2145.35
1907,257.23
1908,5638.88
1909,1263.63
1910,5909.33
1911,12778.62
1912,2420.44
1913,5756.53
1914,3534.22
1915,946.45
